,Name,RAT,VER,Price,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Weight,Height,Pos,AttackWorkRate,DefenseWorkRate
14133,Kerem Kesgin,65,Normal  Controlled,950,2,2,68,64,63,70,52,59,2,376,1839,76.0,176,CM,M,L
14134,Alfon,65,Normal  Explosive,0,3,3,76,65,56,71,32,54,1,354,1626,63.0,172,LM,M,M
14135,Yukiya Sugita,65,Normal  Explosive,0,3,4,80,57,59,69,28,50,2,343,1630,65.0,164,RW,M,M
14136,Adrian Benedyczak,65,Normal  Lengthy,300,3,3,82,60,49,61,32,73,2,357,1581,78.0,191,ST,M,M
14137,Álvaro García Segovia,65,Normal  Controlled,9K,2,3,62,50,58,61,65,66,0,362,1710,77.0,184,CB,M,M
14138,Nicolas Madsen,65,Normal  Controlled,400,2,3,63,49,61,64,60,68,1,365,1679,76.0,193,CDM,M,M
14139,Frederik Winther,65,Normal  Lengthy,0,2,2,55,31,51,58,66,64,4,325,1500,78.0,186,CB,M,M
14140,Lenny Vallier,65,Normal  Controlled,600,3,3,79,56,60,64,59,65,0,383,1760,72.0,178,LM,M,M
14141,Nils Fröling,65,Normal  Controlled,350,3,4,71,69,56,68,37,78,3,379,1771,80.0,180,LM,H,M
14142,Fatih Kaya,65,Normal  Controlled,300,3,4,77,63,46,67,24,59,1,336,1541,81.0,183,ST,M,M
14143,César Gelabert Piña,65,Normal  Controlled,500,3,4,74,58,59,66,45,57,3,359,1613,73.0,182,CAM,H,L
14144,Benjamin Nygren,65,Normal  Controlled,600,3,3,66,65,65,66,22,62,2,346,1651,77.0,184,ST,M,M
14145,Scott Pittman,65,Normal  Controlled,400,3,3,73,65,62,66,58,67,-1,391,1857,72.0,176,CM,H,H
14146,Scott High,65,Normal  Controlled,0,2,3,73,58,66,65,59,67,6,388,1814,65.0,177,CM,H,H
14147,Mads Frøkjær-Jensen,65,Normal  Controlled,550,3,2,70,56,62,67,50,68,2,373,1717,79.0,186,CAM,H,L
14148,Connor Krempicki,65,Normal  Controlled,600,3,4,64,64,62,66,59,68,2,383,1798,78.0,178,CM,H,M
14149,Joe Gauci,65,Normal  Controlled,300,1,3,67,64,59,69,30,60,5,349,663,81.0,193,GK,M,M
14150,Kyle Magennis,65,Normal  Controlled,550,3,3,72,65,65,65,58,74,2,399,1884,73.0,181,CM,H,H
14151,Oliver Batista Meier,65,Normal  Explosive,0,3,3,70,63,59,74,31,43,3,340,1632,73.0,178,CAM,M,M
14152,Sam Finley,65,Normal  Controlled,400,2,3,67,60,63,67,60,71,2,388,1861,68.0,170,CM,H,H
14153,Dorian Bertrand,65,Normal  Explosive,350,3,2,76,62,57,69,26,36,1,326,1540,65.0,176,LW,H,L
14154,Alexander Rossipal,65,Normal  Controlled,300,2,3,71,46,58,60,62,66,1,363,1707,78.0,184,LB,M,M
14155,Yannis Letard,65,Normal  Lengthy,400,2,4,71,29,42,49,64,68,2,323,1460,86.0,188,CB,M,M
14156,Julian Krahl,65,Normal  Controlled,2.4K,1,3,69,62,58,71,31,61,5,352,677,90.0,194,GK,M,M
14157,Dominique Guidi,65,Normal  Controlled,0,2,2,64,36,50,50,64,77,-1,341,1612,75.0,177,CB,M,M
14158,Ibrahim Sadiq,65,Normal  Explosive,300,3,3,90,56,53,69,30,60,6,358,1657,68.0,168,LW,H,M
14159,Ethan Erhahon,65,Normal  Controlled,0,3,3,73,59,63,66,60,66,4,387,1821,66.0,178,CM,M,H
14160,Simon Sohm,65,Normal  Controlled,500,2,3,70,46,59,62,63,77,2,377,1730,85.0,188,CDM,M,M
14161,Gavin Whyte,65,Normal  Explosive,500,3,3,78,57,60,67,36,45,4,343,1616,67.0,175,LW,M,H
14162,Mathieu Choinière,65,Normal  Controlled,500,3,3,66,57,62,67,58,53,3,363,1669,68.0,175,LM,H,M
14163,Tomáš Hájek,65,Normal  Controlled,500,2,3,49,27,48,40,67,65,-2,296,1397,77.0,187,CB,M,M
14164,Josh Key,65,Normal  Explosive,300,3,2,85,50,57,63,54,65,4,374,1698,72.0,178,RWB,H,H
14165,Martín Pascual Castillo,65,Normal  Controlled,1.4K,2,3,54,25,41,42,66,58,1,286,1349,78.0,190,CB,M,M
14166,Chenjie Zhu,65,Normal  Controlled,300,2,3,75,41,48,58,63,75,3,360,1661,78.0,185,CB,L,H
14167,Julián López,65,Sudamericana  Controlled,3K,3,3,72,49,63,71,60,68,0,383,1777,72.0,182,CM,M,H
14168,Juan Fernández Blanco,65,Normal  Controlled,350,2,3,56,34,48,49,66,64,4,317,1508,78.0,187,CB,M,H
14169,Bruce Anderson,65,Normal  Controlled,500,2,3,72,66,51,64,19,61,2,333,1574,77.0,177,ST,M,L
14170,Roberts Uldriķis,65,Normal  Controlled,300,2,3,43,65,54,57,33,78,6,330,1573,92.0,198,ST,H,M
14171,Jérémy Guillemenot,65,Normal  Controlled,500,3,4,76,63,62,67,37,67,0,372,1765,73.0,183,ST,M,M
14172,Mikkel Kaufmann,65,Normal  Controlled,400,2,3,73,64,51,60,25,63,6,336,1554,82.0,190,ST,H,M
14173,Adrián De La Fuente,65,Normal  Controlled,400,2,3,52,39,53,55,66,60,0,325,1546,78.0,179,CB,L,H
14174,Sakarias Opsahl,65,Normal  Controlled,400,3,3,68,56,65,65,61,65,2,380,1810,67.0,187,CM,M,M
14175,Miguel Morro,65,Normal  Controlled,450,1,2,64,66,62,66,47,61,1,366,717,79.0,193,GK,M,M
14176,Harry Clarke,65,Normal  Controlled,0,2,3,78,58,56,61,62,77,4,392,1810,80.0,180,CB,H,M
14177,Argyris Kampetsis,65,Normal  Controlled,400,3,5,74,64,59,66,27,66,-7,356,1670,81.0,186,LW,M,L
14178,Florian Carstens,65,Normal  Controlled,300,2,3,53,27,43,43,63,76,2,305,1366,89.0,192,CB,H,M
14179,Itaitinga,65,Normal  Controlled,500,3,3,74,65,57,69,20,62,2,347,1604,84.0,184,LM,H,M
14180,Yann Kitala,65,Normal  Lengthy,500,2,3,71,67,46,59,24,70,1,337,1554,83.0,186,ST,H,M
14181,Haissem Hassan,65,Normal  Explosive,400,4,2,82,58,58,70,26,50,3,344,1596,71.0,178,RM,H,M
14182,Juan Camilo Becerra,65,Normal  Controlled,1K,3,3,68,64,54,62,33,72,0,353,1661,72.0,182,ST,M,M
14183,Joel King,65,Normal  Controlled,10K,2,3,71,30,54,60,62,71,0,348,1588,78.0,179,LB,M,M
14184,Marco Tilio,65,Normal  Explosive,10K,3,4,83,59,60,68,39,54,4,363,1722,67.0,170,LM,M,M
14185,Luc Ihorst,65,Normal  Lengthy,350,2,4,81,62,50,59,29,72,5,353,1573,89.0,190,ST,M,M
14186,Mehdi Boudjemaa,65,Normal  Controlled,0,2,2,71,46,59,67,61,67,7,371,1723,70.0,182,CDM,H,H
14187,Matthias Phaëton,65,Normal  Controlled,300,3,3,83,62,57,66,29,74,3,371,1698,75.0,185,LM,M,M
14188,Miguel Mariz Luís,65,Normal  Controlled,300,3,4,64,63,66,66,58,57,2,374,1815,73.0,178,CF,M,M
14189,Christian Cappis,65,Normal  Controlled,1K,2,3,68,49,63,65,59,65,3,369,1721,72.0,185,CM,M,M
14190,Carlos Áñez,65,Sudamericana  Explosive,0,2,3,80,30,51,53,63,51,0,328,1518,67.0,174,RB,M,M
14191,Martijn Berden,65,Normal  Controlled,0,3,3,81,58,57,68,28,58,-1,350,1600,68.0,173,RM,H,M
14192,Daniel Popa,65,Normal  Controlled,400,2,3,53,64,44,60,26,83,2,330,1565,83.0,186,ST,H,L
14193,Denis Ciobotariu,65,Normal  Lengthy,300,2,2,69,24,46,49,64,74,0,326,1501,79.0,184,CB,L,M
14194,Emil Holm,65,Normal  Lengthy,300,2,2,77,60,57,61,59,77,4,391,1774,83.0,191,RWB,H,M
14195,Karamoko Dembélé,65,Normal  Explosive,10K,4,3,84,59,58,70,16,40,31,327,1532,65.0,168,RW,H,M
14196,Leif Davis,65,Normal  Controlled,7K,2,2,78,33,54,61,59,60,7,345,1580,70.0,180,LWB,H,M
14197,Mattie Pollock,65,Normal  Controlled,9.8K,2,2,54,23,42,45,64,77,3,305,1391,80.0,190,CB,L,H
14198,Brendan Sarpong-Wiredu,65,Normal  Controlled,300,2,3,79,56,58,64,61,77,1,395,1821,70.0,191,CDM,H,H
14199,Stefan Haudum,65,Normal  Controlled,500,2,3,48,54,61,62,64,70,0,359,1701,74.0,188,CM,M,M
14200,Liam Kitching,65,Normal  Lengthy,350,2,2,55,29,45,47,64,71,1,311,1423,80.0,191,CB,M,M
14201,Agustín Obando,65,Normal  Controlled,10K,3,2,74,58,58,68,31,54,0,343,1586,69.0,172,LM,M,M
14202,Marvin Loría,65,Normal  Controlled,950,3,2,79,63,61,68,43,57,4,371,1706,77.0,178,RM,M,M
14203,Aboubacar Keita,65,Normal  Lengthy,300,2,4,82,27,51,50,63,73,5,346,1515,82.0,189,CB,M,M
14204,Saeed Juma,65,Normal  Controlled,500,2,3,77,40,53,57,61,74,0,362,1672,70.0,174,RB,M,M
14205,Nazareno Romero,65,Normal  Controlled,5.8K,2,3,82,33,51,62,59,63,1,350,1599,69.0,172,LB,H,M
14206,Danylo Sikan,65,Normal  Controlled,500,2,2,76,65,49,65,26,57,3,338,1565,73.0,187,ST,M,M
14207,Antonio Jonjić,65,Normal  Controlled,950,3,3,77,62,56,69,31,61,2,356,1657,75.0,183,ST,H,M
14208,Yun Liu,65,Normal  Explosive,10K,3,3,79,61,63,61,54,61,0,379,1776,69.0,175,RM,H,M
14209,Lukáš Hroššo,65,Normal  Controlled,300,1,3,65,64,61,65,17,65,4,337,646,91.0,196,GK,M,M
14210,Luca Unbehaun,65,Normal  Controlled,0,1,3,59,62,69,68,41,64,4,363,801,82.0,185,GK,M,M
14211,Matt Freese,65,Normal  Controlled,0,1,2,67,64,69,68,29,65,1,362,638,88.0,191,GK,M,M
14212,Edwin Cerrillo,65,Normal  Controlled,350,2,2,64,42,58,58,61,70,1,353,1641,78.0,175,CDM,L,H
14213,Rhys Williams,65,Normal  Lengthy,10K,2,2,66,35,50,56,64,67,3,338,1522,76.0,195,CB,L,M
14214,Iron Gomis,65,Normal  Controlled,1K,3,3,71,54,64,68,56,66,1,379,1754,66.0,175,CM,M,M
14215,Saúl Torres,65,Libertadores  Controlled,400,2,3,68,29,53,52,60,69,-3,331,1529,72.0,173,RB,H,M
14216,Adrian Bălan,65,Normal  Lengthy,400,2,3,54,66,47,61,38,74,2,340,1685,81.0,185,ST,M,M
14217,Ianis Stoica,65,Normal  Explosive,0,3,3,80,64,58,68,29,65,0,364,1697,68.0,180,ST,H,L
14218,Andrei Pițian,65,Normal  Lengthy,300,2,2,57,47,52,47,64,80,1,347,1618,89.0,192,CB,M,M
14219,Cătălin Golofca,65,Normal  Explosive,10K,3,3,90,60,62,65,48,60,0,385,1797,69.0,168,RW,M,M
14220,Marius Briceag,65,Normal  Controlled,0,2,2,77,51,54,54,62,69,1,367,1672,79.0,174,LB,M,H
14221,Claudiu Belu-Iordache,65,Normal  Controlled,300,3,3,74,47,59,57,61,76,2,374,1711,78.0,185,RB,M,H
14222,Romário Santos Pires,65,Normal  Controlled,300,2,3,58,55,54,59,62,75,1,363,1689,79.0,181,CDM,M,M
14223,Ionuț Vînă,65,Normal  Controlled,350,3,3,73,61,60,67,62,72,0,395,1863,73.0,180,CM,H,M
14224,Jonas Carls,65,Normal  Explosive,400,2,3,80,56,57,67,58,59,0,377,1734,70.0,177,LM,H,M
14225,Tiri,65,Normal  Lengthy,500,2,3,65,38,53,51,63,77,3,347,1602,84.0,186,CB,M,M
14226,Tobias Klysner,65,Normal  Controlled,350,3,3,80,56,57,67,49,70,0,379,1754,78.0,183,RM,H,M
14227,Samir Chergui,65,Normal  Controlled,350,2,2,51,43,61,63,64,63,0,345,1647,78.0,185,CB,M,M
14228,Khalid Al Ghannam,65,Normal  Explosive,0,4,3,76,53,54,74,29,46,2,332,1544,64.0,173,LM,H,L
14229,Christian Conteh,65,Normal  Controlled,300,3,3,93,50,50,71,28,49,13,341,1518,72.0,182,LM,H,M
14230,Joris Chougrani,65,Normal  Controlled,300,2,2,72,28,53,57,64,73,-1,347,1566,82.0,185,CB,M,M
14231,Hugo Quintana,65,Libertadores  Controlled,350,2,2,64,58,64,66,54,52,0,358,1712,70.0,175,CM,M,M
14232,Anis Mehmeti,65,Normal  Controlled,0,3,2,70,59,60,70,54,65,7,378,1740,63.0,180,LW,H,M
14233,Saïd Bakari,65,Normal  Controlled,650,3,4,84,57,59,66,59,74,4,399,1843,73.0,178,LW,M,H
14234,Jan Grzesik,65,Normal  Controlled,350,2,2,77,52,58,63,58,65,3,373,1732,70.0,178,RWB,H,H
14235,Derrick Köhn,65,Normal  Controlled,350,2,3,80,47,62,66,57,68,11,380,1775,73.0,180,LB,M,M
14236,Leon Bell Bell,65,Normal  Controlled,500,2,2,81,58,57,66,59,64,6,385,1785,74.0,180,LB,H,M
14237,Sirlord Conteh,65,Normal  Explosive,300,2,2,93,58,52,66,37,62,5,368,1677,72.0,178,RM,H,M
14238,Cristian Costin,65,Normal  Explosive,700,2,3,82,53,59,62,56,64,1,376,1710,73.0,177,RWB,M,M
14239,Nassim Ouammou,65,Normal  Controlled,9.5K,3,2,72,51,63,67,56,58,4,367,1701,73.0,181,LWB,M,M
14240,Maciej Domański,65,Normal  Explosive,400,3,3,75,66,64,66,56,68,0,395,1877,62.0,168,CAM,H,H
14241,Valentine Ozornwafor,65,Normal  Lengthy,10K,2,3,60,36,43,44,64,74,1,321,1466,85.0,194,CB,M,H
14242,Sven Köhler,65,Normal  Controlled,350,2,3,64,57,61,62,62,72,6,378,1774,78.0,185,CM,M,H
14243,Bryan Soumaré,65,Normal  Controlled,500,3,2,66,56,65,68,57,62,1,374,1776,72.0,180,CAM,M,M
14244,Sami Lahssaini,65,Normal  Controlled,350,3,2,65,58,61,66,61,61,1,372,1773,74.0,179,CM,H,M
14245,Tyrese Fornah,65,Normal  Controlled,450,2,3,65,47,57,61,61,73,-1,364,1716,72.0,185,CDM,M,H
14246,Rui F. da Cunha Correia,65,Normal  Lengthy,900,2,3,63,59,62,65,65,77,1,391,1829,66.0,187,CM,M,M
14247,Charles Boli,65,Normal  Controlled,700,4,3,68,57,61,70,45,44,2,345,1627,65.0,175,RM,H,L
14248,Damián Fernández,65,Libertadores  Controlled,8.9K,2,3,72,33,44,56,64,72,1,341,1575,74.0,180,CB,M,M
14249,Jack Rudoni,65,Normal  Controlled,2.4K,3,4,72,62,61,66,60,66,2,387,1818,77.0,185,LW,H,M
14250,George Cîmpanu,65,Normal  Explosive,1.4K,3,3,82,59,59,67,35,63,1,365,1690,67.0,178,RM,M,L
14251,Abu Francis,65,Normal  Controlled,400,3,3,75,64,60,67,47,66,0,379,1748,72.0,184,CAM,H,M
14252,Shawn Adewoye,65,Normal  Lengthy,450,2,3,68,24,44,44,64,72,0,316,1429,81.0,181,CB,M,M
14253,Fabián Ángel,65,Normal  Controlled,9K,2,2,67,58,59,66,69,48,0,367,1739,78.0,180,CM,M,M
14254,Ahmad Toure Ngouyamsa,65,Normal  Controlled,450,2,3,75,40,55,65,63,65,-2,363,1670,75.0,176,RB,M,H
14255,Finn Azaz,65,Normal  Controlled,0,3,4,71,60,63,68,57,67,3,386,1817,73.0,185,CAM,H,M
14256,Jomaine Consbruch,65,Normal  Explosive,350,3,3,74,55,61,69,53,51,1,363,1717,66.0,174,CAM,M,M
14257,Thierry Lutonda,65,Normal  Explosive,300,3,3,84,31,55,64,58,60,0,352,1601,65.0,167,LWB,H,M
14258,Yasser Larouci,65,Normal  Controlled,350,2,2,75,47,57,65,60,57,1,361,1667,68.0,175,LB,H,M
14259,Florian Michel,65,Normal  Explosive,300,3,3,79,55,63,71,53,62,0,383,1814,63.0,172,CM,M,M
14260,Carl Klaus,65,Normal  Controlled,400,1,2,64,68,68,66,29,65,2,360,684,76.0,185,GK,M,M
14261,Mohamed Taabouni,65,Normal  Explosive,1K,4,3,76,56,62,71,43,54,8,362,1721,68.0,178,LW,M,M
14262,Killian Sardella,65,Normal  Explosive,400,2,4,74,37,63,71,60,56,0,361,1689,64.0,177,RB,M,M
14263,Kristian Dimitrov,65,Normal  Lengthy,0,2,2,57,27,43,45,66,71,2,309,1416,82.0,190,CB,M,M
14264,Josh Griffiths,65,Normal  Controlled,10K,1,3,65,64,63,66,34,62,6,354,775,87.0,198,GK,M,M
14265,Emre Demir,65,Normal  Controlled,0,3,3,70,58,64,69,37,53,29,351,1655,66.0,175,CAM,M,L
14266,Isak Jansson,65,Normal  Explosive,400,3,3,81,61,55,69,40,67,3,373,1695,71.0,174,CF,H,M
14267,Rafael Arace,65,Libertadores  Controlled,0,3,3,80,64,58,64,28,57,2,351,1669,71.0,173,ST,M,M
14268,Álvarez Wallace,65,Libertadores  Controlled,0,2,3,62,52,58,59,61,63,0,355,1679,76.0,179,CDM,M,M
14269,Hugo Magallanes,65,Sudamericana  Lengthy,0,2,2,58,37,42,44,64,76,0,321,1452,86.0,189,CB,L,H
14270,Giuliano Simeone,65,Normal  Controlled,400,3,3,73,65,56,63,25,69,4,351,1669,72.0,184,ST,M,M
14271,Vítězslav Jaroš,65,Normal  Controlled,500,1,3,66,65,65,66,39,64,2,365,910,74.0,190,GK,M,M
14272,Luis Demiquel,65,Libertadores  Controlled,0,2,3,76,38,57,64,62,70,0,367,1678,83.0,187,RB,M,M
14273,Edson Tortolero,65,Libertadores  Controlled,0,3,3,75,66,64,66,35,66,0,372,1737,72.0,172,CAM,M,L
14274,Ronny Montero,65,Sudamericana  Controlled,0,2,2,28,36,50,46,67,67,91,294,1367,85.0,182,CB,L,H
14275,Francisco Duclós,65,Sudamericana  Controlled,0,2,3,58,31,44,39,65,72,1,309,1422,76.0,183,CB,L,L
14276,Osio,65,Libertadores  Controlled,0,2,2,58,31,46,47,64,72,0,318,1435,80.0,191,CB,L,M
14277,Aldair Fuentes,65,Libertadores  Controlled,0,3,3,60,37,52,52,63,75,0,339,1555,91.0,193,CDM,H,M
14278,Mihai Popa,65,Normal  Controlled,600,1,2,68,63,58,64,41,62,1,356,823,82.0,190,GK,M,M
14279,Charalambos Makridis,65,Normal  Explosive,400,3,4,71,68,56,69,24,56,2,344,1621,73.0,180,CAM,H,M
14280,Leo Hjelde,65,Normal  Lengthy,0,2,3,71,32,54,58,64,66,6,345,1536,75.0,188,CB,M,M
14281,Tyler Burey,65,Normal  Controlled,1K,3,3,80,64,55,66,38,65,-2,368,1729,78.0,187,ST,M,L
14282,Djorkaeff Reasco,65,Normal  Controlled,0,3,3,76,63,54,65,33,74,1,365,1720,75.0,172,ST,H,L
14283,Oscar Salomón,65,Normal  Controlled,0,2,3,61,33,47,50,66,68,0,325,1502,82.0,181,CB,M,M
14284,Zeno Debast,65,Normal  Lengthy,1.9K,2,4,60,26,51,56,63,71,8,327,1469,76.0,191,CB,M,M
14285,Tiberiu Căpușă,65,Normal  Controlled,750,2,3,76,40,54,58,59,72,0,359,1613,75.0,183,RB,M,M
14286,Nathanael Ogbeta,65,Normal  Controlled,0,3,3,76,43,51,65,59,70,-1,364,1654,84.0,191,LWB,H,M
14287,Albert Ejupi,65,Normal  Controlled,300,2,3,48,56,62,60,59,75,-2,360,1688,86.0,192,CDM,M,M
14288,Armoa,65,Normal  Controlled,0,3,3,77,60,62,61,23,49,0,332,1508,69.0,171,RM,M,M
14289,Lautaro Ríos,65,Sudamericana  Controlled,9.8K,2,3,63,51,61,64,62,58,-2,359,1700,74.0,180,CM,M,M
14290,Miro Tenho,65,Normal  Lengthy,500,2,3,58,23,49,49,65,69,3,313,1436,82.0,190,CB,M,H
14291,Artem Bondarenko,65,Normal  Controlled,400,3,2,65,65,61,64,61,59,2,375,1745,73.0,182,CAM,M,M
14292,Tanner Beason,65,Normal  Lengthy,600,2,2,61,25,42,56,66,70,2,320,1437,79.0,185,CB,L,H
14293,Daniel Celea,65,Normal  Controlled,10K,2,2,53,38,41,45,66,71,0,314,1510,82.0,187,CB,L,H
14294,Alin Șeroni,65,Normal  Controlled,300,2,2,31,35,43,35,63,78,1,285,1358,90.0,195,CB,M,M
14295,Leonard Owusu,65,Normal  Controlled,8K,3,1,60,36,55,61,62,67,0,341,1555,73.0,181,CDM,L,H
14296,Richard van der Venne,65,Normal  Controlled,800,2,3,67,61,63,65,46,71,0,373,1757,72.0,173,CAM,H,M
14297,Esteban Valencia,65,Sudamericana  Controlled,4.9K,2,3,70,59,63,67,59,69,0,387,1787,68.0,176,CM,M,M
14298,Julen Lobete Cienfuegos,65,Normal  Controlled,500,2,4,69,64,52,66,23,55,1,329,1566,72.0,177,ST,M,M
14299,Min Woo Seo,65,Normal  Lengthy,400,2,3,61,44,55,59,61,76,1,356,1623,75.0,184,CDM,M,H
14300,Daniel Maldini,65,Normal  Controlled,550,3,4,67,57,63,66,39,48,82,340,1652,66.0,185,CAM,M,M
14301,Maik Nawrocki,65,Normal  Controlled,350,2,4,76,50,55,53,66,65,8,365,1659,74.0,185,CB,H,M
14302,Julio Martínez Cortés,65,Normal  Explosive,700,2,4,75,65,54,65,19,55,1,333,1580,70.0,178,ST,M,M
14303,Mohammed Diomande,65,Normal  Controlled,400,3,3,75,53,63,70,59,70,4,390,1812,75.0,175,CM,M,L
14304,Ben Garrity,65,Normal  Controlled,300,3,2,80,61,61,63,62,74,3,401,1875,74.0,183,CM,H,M
14305,Rafael António Pereira,65,Normal  Lengthy,400,2,2,71,33,48,57,64,71,1,344,1569,79.0,180,CB,M,M
14306,Mamoudou Karamoko,65,Normal  Controlled,750,2,3,80,64,56,65,23,72,5,360,1642,88.0,188,ST,M,M
14307,Guillermo Rosas Alonso,65,Normal  Controlled,350,2,3,78,39,54,65,60,69,0,365,1711,67.0,174,RB,H,M
14308,Joseph Espinoza,65,Sudamericana  Controlled,8.4K,2,3,65,44,60,63,61,62,-1,355,1663,63.0,170,CDM,M,H
14309,Jakob Bonde,65,Normal  Controlled,400,2,3,53,61,61,62,62,71,0,370,1785,75.0,186,CM,H,M
14310,Tobias Bech,65,Normal  Controlled,350,3,3,80,62,58,67,34,66,3,367,1678,77.0,189,RM,H,M
14311,Gaspar Campos-Ansó,65,Normal  Explosive,550,3,4,82,69,59,65,33,67,0,375,1775,73.0,175,LM,M,M
14312,Dennis Borkowski,65,Normal  Controlled,300,3,3,71,64,46,66,29,61,2,337,1565,74.0,184,ST,M,M
14313,Paul Nebel,65,Normal  Explosive,400,3,4,73,57,60,74,29,49,4,342,1598,66.0,169,LW,M,M
14314,Mariano Peralta Bauer,65,Sudamericana  Controlled,1.4K,3,3,72,61,52,62,35,69,0,351,1626,75.0,176,ST,M,L
14315,Anders Klynge,65,Normal  Controlled,900,2,2,69,55,62,66,60,68,0,380,1781,70.0,174,CM,M,M
14316,Lewis Montsma,65,Normal  Lengthy,1.5K,2,3,58,34,48,56,64,75,3,335,1522,84.0,191,CB,M,M
14317,Marvin Rittmüller,65,Normal  Controlled,300,2,3,70,43,58,64,61,62,1,358,1646,77.0,177,RB,H,M
14318,Minos Gouras,65,Normal  Explosive,300,2,4,87,59,55,68,25,54,1,348,1607,64.0,173,LM,M,L
14319,Joris Moutachy,65,Normal  Controlled,300,2,3,86,34,57,63,56,67,0,363,1641,68.0,175,RB,H,M
14320,Patryk Janasik,65,Normal  Explosive,500,2,3,75,49,60,62,58,59,-1,363,1679,68.0,178,RB,M,M
14321,Christian Pastina,65,Normal  Lengthy,950,2,2,63,31,52,55,66,64,1,331,1520,80.0,185,CB,M,M
14322,Alexandru Ișfan,65,Normal  Controlled,0,3,3,75,62,59,67,34,63,2,360,1691,77.0,188,RW,H,M
14323,James Belshaw,65,Normal  Controlled,2K,1,2,65,63,63,67,51,65,3,374,757,80.0,191,GK,M,M
14324,Mateo Tanlongo,65,Normal  Controlled,9K,2,3,66,59,62,66,63,63,2,379,1794,68.0,178,CDM,M,M
14325,Gino Infantino,65,Normal  Explosive,400,3,3,70,64,61,69,34,55,-2,353,1679,74.0,179,RM,M,M
14326,Sebastián Meza,65,Normal  Controlled,400,1,3,67,61,57,67,30,64,2,346,705,78.0,185,GK,M,M
14327,Clemente Montes,65,Libertadores  Explosive,0,3,3,79,58,55,69,23,53,2,337,1575,76.0,175,LW,H,M
14328,Eren Dinkçi,65,Normal  Controlled,300,2,3,84,65,58,64,28,53,11,352,1657,72.0,188,RW,M,M
14329,Marco Schikora,65,Normal  Controlled,300,2,4,80,50,61,65,62,73,1,391,1799,76.0,181,CDM,H,H
14330,Ousmane Camara,65,Normal  Controlled,500,2,3,40,47,56,57,64,74,-1,338,1584,90.0,197,CB,M,M
14331,Enzo Cornelisse,65,Normal  Controlled,650,2,3,66,33,60,60,65,63,1,347,1654,68.0,178,CB,M,M
14332,Leo Román Riquelme,65,Normal  Controlled,800,1,2,65,64,69,66,50,62,1,376,802,78.0,185,GK,M,M
14333,Tobias Anselm,65,Normal  Controlled,400,3,3,77,63,60,64,41,61,0,366,1664,75.0,186,ST,M,M
14334,Diego Conde,65,Normal  Controlled,1.5K,1,3,62,58,63,68,43,69,1,363,818,83.0,187,GK,M,M
14335,Boris Popovic,65,Normal  Lengthy,1K,2,2,62,33,49,49,64,67,3,324,1505,75.0,189,CB,M,M
14336,Toluwalase Arokodare,65,Normal  Lengthy,0,2,3,57,64,46,62,29,80,4,338,1566,97.0,197,ST,M,M
14337,Ilmari Niskanen,65,Normal  Controlled,300,3,5,76,60,61,67,37,61,3,362,1702,78.0,177,LW,M,L
14338,Marcelo Lopes,65,Normal  Explosive,400,2,4,83,57,60,65,24,54,1,343,1569,67.0,177,RM,M,M
14339,Terrence Dzvukamanja,65,Normal  Controlled,1.1K,2,5,74,68,51,64,32,61,2,350,1654,66.0,178,ST,M,M
14340,Eusébio Paulo,65,Normal  Controlled,450,1,2,65,63,64,67,30,65,4,354,724,78.0,185,GK,M,M
14341,Alexis Sabella,65,Normal  Controlled,400,3,4,66,58,64,67,55,65,3,375,1770,72.0,178,CM,H,M
14342,Formose Mendy,65,Normal  Lengthy,300,2,3,74,32,51,55,64,69,3,345,1517,79.0,191,CB,M,M
14343,Caden Clark,65,Normal  Explosive,0,4,3,75,59,64,67,43,58,3,366,1707,68.0,180,CAM,H,M
14344,Kaly Sène,65,Normal  Explosive,300,3,3,85,64,61,66,27,56,2,359,1630,72.0,180,ST,H,M
14345,Kwadwo Opoku,65,Normal  Explosive,350,2,3,82,65,49,68,36,61,2,361,1658,70.0,165,RW,M,M
14346,Jamil Siebert,65,Normal  Lengthy,400,2,3,68,31,43,46,64,73,5,325,1452,86.0,193,CB,M,M
14347,Campuzano,65,Libertadores  Controlled,350,2,3,67,46,56,61,60,71,0,361,1633,90.0,185,CDM,M,M
14348,Christopher Lannert,65,Normal  Controlled,400,2,5,79,42,53,59,58,63,1,354,1629,71.0,180,RB,H,M
14349,Franco Orozco,65,Sudamericana  Explosive,3.9K,4,3,80,62,57,70,30,43,0,342,1566,61.0,165,LM,M,M
14350,Merlin Röhl,65,Normal  Controlled,300,3,4,76,49,64,68,59,67,3,383,1732,76.0,192,CM,M,M
14351,Lucas Esquivel,65,Sudamericana  Controlled,0,2,2,79,42,52,59,58,64,0,354,1627,77.0,183,LB,H,M
14352,Daniel Pérez,65,Normal  Lengthy,500,3,3,65,67,40,63,27,70,1,332,1546,77.0,189,ST,H,L
14353,Masaki Watai,65,Normal  Controlled,500,3,4,69,63,65,67,45,52,1,361,1741,64.0,168,CAM,H,L
14354,Daouda Guindo,65,Normal  Controlled,2.1K,2,3,80,28,52,66,59,67,2,352,1587,72.0,183,LB,H,M
14355,Manuel Monzeglio,65,Libertadores  Controlled,300,3,4,67,60,64,66,25,49,1,331,1534,70.0,181,CAM,M,L
